words,Class 0,Class 1
08709222922,-10.781702515558052,-9.204875466545115
08709501522,-10.781702515558052,-9.204875466545115
0871,-10.781702515558052,-9.204875466545115
087104711148,-10.781702515558052,-9.204875466545115
08712101358,-10.781702515558052,-8.799410358436951
08712103738,-10.781702515558052,-9.204875466545115
0871212025016,-10.781702515558052,-9.204875466545115
08712300220,-10.781702515558052,-8.28858473467096
087123002209,-10.781702515558052,-9.204875466545115
08712317606,-10.781702515558052,-9.204875466545115
08712400602450p,-10.781702515558052,-9.204875466545115
08712402578,-10.781702515558052,-9.204875466545115
08712402779,-10.781702515558052,-9.204875466545115
08712402972,-10.781702515558052,-9.204875466545115
08712405020,-10.781702515558052,-8.51172828598517
08712405022,-10.781702515558052,-8.799410358436951
08712460324,-10.781702515558052,-8.106263177877006
08712466669,-10.781702515558052,-9.204875466545115
0871277810810,-10.781702515558052,-8.799410358436951
0871277810910p,-10.781702515558052,-9.204875466545115
08714342399,-10.781702515558052,-9.204875466545115
08714712388,-10.781702515558052,-9.204875466545115
08714712412,-10.781702515558052,-9.204875466545115
08714714011,-10.781702515558052,-9.204875466545115
08714740323,-10.781702515558052,-9.204875466545115
087147403231,-10.781702515558052,-9.204875466545115
08715203656,-10.781702515558052,-9.204875466545115
08715203677,-10.781702515558052,-9.204875466545115
08715203694,-10.781702515558052,-9.204875466545115
08715705022,-10.781702515558052,-8.799410358436951
08717111821,-10.781702515558052,-9.204875466545115
08717168528,-10.781702515558052,-9.204875466545115
08717205546,-10.781702515558052,-9.204875466545115
0871750,-10.781702515558052,-8.799410358436951
08718720201,-10.781702515558052,-7.952112498049747
08718723815,-10.781702515558052,-9.204875466545115
08718726270,-10.781702515558052,-9.204875466545115
087187262701,-10.781702515558052,-8.51172828598517
08718726970,-10.781702515558052,-9.204875466545115
08718726971,-10.781702515558052,-9.204875466545115
087187272008,-10.781702515558052,-9.204875466545115
08718727870,-10.781702515558052,-8.51172828598517
08718728876,-10.781702515558052,-8.799410358436951
08718730555,-10.781702515558052,-9.204875466545115
08718730666,-10.781702515558052,-8.799410358436951
08718738001,-10.781702515558052,-9.204875466545115
08719180248,-10.781702515558052,-8.799410358436951
08719181259,-10.781702515558052,-9.204875466545115
08719181513,-10.781702515558052,-9.204875466545115
08719839835,-10.781702515558052,-9.204875466545115
08719899230,-10.781702515558052,-9.204875466545115
09,-10.781702515558052,-9.204875466545115
09041940223,-10.781702515558052,-9.204875466545115
09050000327,-10.781702515558052,-9.204875466545115
09050000555,-10.781702515558052,-9.204875466545115
09050000878,-10.781702515558052,-9.204875466545115
09050001808,-10.781702515558052,-9.204875466545115
09050003091,-10.781702515558052,-8.799410358436951
09050005321,-10.781702515558052,-9.204875466545115
09050090044,-10.781702515558052,-8.51172828598517
09050280520,-10.781702515558052,-9.204875466545115
09056242159,-10.781702515558052,-8.799410358436951
09057039994,-10.781702515558052,-9.204875466545115
09058091854,-10.781702515558052,-9.204875466545115
09058094454,-10.781702515558052,-9.204875466545115
09058094507,-10.781702515558052,-9.204875466545115
09058094565,-10.781702515558052,-8.799410358436951
09058094597,-10.781702515558052,-9.204875466545115
09058095107,-10.781702515558052,-9.204875466545115
09058095201,-10.781702515558052,-9.204875466545115
09058098002,-10.781702515558052,-9.204875466545115
09058099801,-10.781702515558052,-9.204875466545115
09061104283,-10.781702515558052,-9.204875466545115
09061209465,-10.781702515558052,-8.51172828598517
09061213237,-10.781702515558052,-9.204875466545115
09061221061,-10.781702515558052,-8.799410358436951
09061221066,-10.781702515558052,-8.51172828598517
09061702893,-10.781702515558052,-9.204875466545115
09061743386,-10.781702515558052,-8.799410358436951
09061743806,-10.781702515558052,-9.204875466545115
09061744553,-10.781702515558052,-9.204875466545115
09061749602,-10.781702515558052,-9.204875466545115
09061790121,-10.781702515558052,-9.204875466545115
09063440451,-10.781702515558052,-9.204875466545115
09063442151,-10.781702515558052,-9.204875466545115
09063458130,-10.781702515558052,-8.51172828598517
0906346330,-10.781702515558052,-9.204875466545115
09064012103,-10.781702515558052,-9.204875466545115
09064012160,-10.781702515558052,-9.204875466545115
09064017305,-10.781702515558052,-9.204875466545115
09064018838,-10.781702515558052,-9.204875466545115
09064019014,-10.781702515558052,-9.204875466545115
09065069154,-10.781702515558052,-9.204875466545115
09065171142,-10.781702515558052,-9.204875466545115
09065174042,-10.781702515558052,-8.799410358436951
09065394514,-10.781702515558052,-9.204875466545115
09065394973,-10.781702515558052,-9.204875466545115
09065989180,-10.781702515558052,-9.204875466545115
09066350750,-10.781702515558052,-9.204875466545115
09066358152,-10.781702515558052,-9.204875466545115
09066361921,-10.781702515558052,-9.204875466545115
09066362231,-10.781702515558052,-8.799410358436951
09066364311,-10.781702515558052,-9.204875466545115
09066364589,-10.781702515558052,-8.799410358436951
09066368470,-10.781702515558052,-9.204875466545115
09066380611,-10.781702515558052,-8.799410358436951
09066382422,-10.781702515558052,-9.204875466545115
09066612661,-10.781702515558052,-8.799410358436951
09066649731,-10.781702515558052,-9.204875466545115
09071512432,-10.781702515558052,-9.204875466545115
09071517866,-10.781702515558052,-9.204875466545115
09077818151,-10.781702515558052,-9.204875466545115
09090900040,-10.781702515558052,-9.204875466545115
09094646899,-10.781702515558052,-9.204875466545115
09096102316,-10.781702515558052,-9.204875466545115
09111030116,-10.781702515558052,-9.204875466545115
09701213186,-10.781702515558052,-9.204875466545115
10,-8.383807242759682,-6.4015150856385805
100,-10.781702515558052,-6.639926109083579
1000,-10.781702515558052,-6.530726817118586
100percent,-10.781702515558052,-8.799410358436951
10p,-10.781702515558052,-7.595437554111014
11,-8.835792366502739,-7.125433924865279
1131,-10.781702515558052,-9.204875466545115
114,-10.781702515558052,-8.799410358436951
116,-10.088555334998107,-9.89802264710506
118p,-10.781702515558052,-9.204875466545115
12,-9.172264603123953,-7.18997244600285
121,-10.781702515558052,-8.799410358436951
125,-10.781702515558052,-8.799410358436951
128,-10.088555334998107,-9.89802264710506
1282,-10.781702515558052,-9.204875466545115
13,-9.683090226889943,-9.89802264710506
130,-10.088555334998107,-9.89802264710506
1327,-10.781702515558052,-8.106263177877006
139,-10.781702515558052,-9.204875466545115
14,-10.088555334998107,-8.51172828598517
140,-10.088555334998107,-9.89802264710506
145,-10.781702515558052,-8.51172828598517
14tcr,-10.781702515558052,-9.204875466545115
15,-9.395408154438162,-9.89802264710506
150,-10.781702515558052,-7.125433924865279
1500,-10.781702515558052,-8.51172828598517
150p,-10.781702515558052,-6.047875045395002
150p16,-10.781702515558052,-9.204875466545115
150pm,-10.781702515558052,-8.799410358436951
150ppm,-10.781702515558052,-7.50012737430669
150ppmsg,-10.781702515558052,-9.204875466545115
150pw,-10.781702515558052,-9.204875466545115
153,-10.781702515558052,-8.799410358436951
15541,-10.781702515558052,-9.204875466545115
16,-10.088555334998107,-6.31450370864895
17,-9.683090226889943,-9.89802264710506
177,-10.781702515558052,-9.204875466545115
18,-8.702260973878216,-6.260436487378675
180,-10.088555334998107,-9.89802264710506
18p,-10.781702515558052,-8.799410358436951
19,-9.395408154438162,-8.51172828598517
1956669,-10.781702515558052,-9.204875466545115
1da,-10.781702515558052,-9.204875466545115
1win150ppmx3,-10.781702515558052,-8.799410358436951
1winawk,-10.781702515558052,-9.204875466545115
1x150p,-10.781702515558052,-8.28858473467096
1yf,-10.781702515558052,-9.204875466545115
20,-8.989943046329998,-7.70079806976884
200,-10.781702515558052,-7.952112498049747
2000,-10.088555334998107,-7.50012737430669
2003,-10.781702515558052,-8.106263177877006
2004,-10.781702515558052,-7.818581105425224
2005,-10.781702515558052,-8.51172828598517
2006,-10.781702515558052,-9.204875466545115
2007,-10.781702515558052,-9.204875466545115
200p,-10.781702515558052,-9.204875466545115
202,-10.781702515558052,-9.204875466545115
20m12aq,-10.781702515558052,-9.204875466545115
20p,-10.781702515558052,-8.51172828598517
21,-8.989943046329998,-8.28858473467096
21870000,-10.781702515558052,-9.204875466545115
21870000hallo,-10.781702515558052,-9.204875466545115
22,-10.088555334998107,-9.204875466545115
220,-10.781702515558052,-8.799410358436951
220cm2,-10.781702515558052,-9.204875466545115
23,-10.781702515558052,-8.106263177877006
23f,-10.781702515558052,-9.204875466545115
23g,-10.781702515558052,-9.204875466545115
24,-10.088555334998107,-8.28858473467096
24m,-10.781702515558052,-9.204875466545115
25,-10.781702515558052,-8.799410358436951
250,-10.781702515558052,-7.2589653174898014
250k,-10.781702515558052,-9.204875466545115
255,-10.088555334998107,-9.89802264710506
25p,-10.781702515558052,-8.106263177877006
26,-10.781702515558052,-8.51172828598517
2667,-10.781702515558052,-9.204875466545115
27,-10.781702515558052,-8.799410358436951
28,-10.781702515558052,-7.70079806976884
2814032,-10.781702515558052,-9.204875466545115
29,-10.781702515558052,-8.799410358436951
2abmelden,-10.781702515558052,-9.204875466545115
2ez,-10.781702515558052,-9.204875466545115
2lands,-10.781702515558052,-7.595437554111014
2optout,-10.781702515558052,-8.799410358436951
2stop,-10.781702515558052,-9.204875466545115
2stoptx,-10.781702515558052,-9.204875466545115
2wt,-10.781702515558052,-9.204875466545115
2wu,-10.781702515558052,-9.204875466545115
30,-7.837263536391612,-7.818581105425224
300,-10.781702515558052,-8.51172828598517
300603,-10.781702515558052,-9.204875466545115
300p,-10.781702515558052,-9.204875466545115
3030,-10.781702515558052,-8.51172828598517
31,-10.781702515558052,-8.799410358436951
3100,-10.781702515558052,-9.204875466545115
32,-10.781702515558052,-9.204875466545115
3230,-10.088555334998107,-9.89802264710506
32323,-10.781702515558052,-9.204875466545115
33,-10.088555334998107,-9.204875466545115
334,-10.781702515558052,-9.204875466545115
35,-10.781702515558052,-9.204875466545115
350,-10.781702515558052,-7.50012737430669
3510i,-10.781702515558052,-8.799410358436951
3650,-10.781702515558052,-9.204875466545115
36504,-10.781702515558052,-8.51172828598517
36504w45wq,-10.781702515558052,-9.204875466545115
382,-10.088555334998107,-9.89802264710506
385,-10.781702515558052,-9.204875466545115
391784,-10.781702515558052,-9.204875466545115
3aj,-10.781702515558052,-8.799410358436951
3d,-9.395408154438162,-9.89802264710506
3g,-9.683090226889943,-8.28858473467096
3gbp,-10.781702515558052,-8.28858473467096
3lions,-10.781702515558052,-9.204875466545115
3lp,-10.781702515558052,-8.799410358436951
3mobile,-10.781702515558052,-9.204875466545115
3qxj9,-10.781702515558052,-8.51172828598517
3ss,-10.781702515558052,-9.204875466545115
3uz,-10.781702515558052,-9.204875466545115
3x,-10.781702515558052,-9.204875466545115
3xx,-10.781702515558052,-9.204875466545115
40,-10.781702515558052,-8.51172828598517
400,-10.781702515558052,-7.818581105425224
402,-10.781702515558052,-9.204875466545115
40533,-10.781702515558052,-9.204875466545115
40gb,-10.781702515558052,-9.204875466545115
41685,-10.781702515558052,-9.204875466545115
41782,-10.781702515558052,-9.204875466545115
42049,-10.781702515558052,-9.204875466545115
4217,-10.781702515558052,-9.204875466545115
42478,-10.781702515558052,-9.204875466545115
434,-10.781702515558052,-8.28858473467096
44,-10.781702515558052,-9.204875466545115
4403ldnw1a7rw18,-10.781702515558052,-9.204875466545115
447797706009,-10.781702515558052,-8.799410358436951
447801259231,-10.781702515558052,-9.204875466545115
45,-10.088555334998107,-9.89802264710506
450,-10.781702515558052,-9.204875466545115
450p,-10.781702515558052,-9.204875466545115
450ppw,-10.781702515558052,-9.204875466545115
450pw,-10.781702515558052,-9.204875466545115
45239,-10.781702515558052,-8.799410358436951
47,-10.088555334998107,-9.204875466545115
4742,-10.781702515558052,-8.51172828598517
48,-9.683090226889943,-9.89802264710506
4882,-10.781702515558052,-9.204875466545115
49,-10.781702515558052,-9.204875466545115
4d,-10.088555334998107,-9.89802264710506
4info,-10.781702515558052,-8.799410358436951
4jx,-10.781702515558052,-9.204875466545115
4qf2,-10.781702515558052,-9.204875466545115
4t,-10.781702515558052,-8.51172828598517
4u,-10.781702515558052,-9.204875466545115
4w,-10.088555334998107,-9.89802264710506
50,-9.395408154438162,-6.047875045395002
500,-10.781702515558052,-6.602185781100731
5000,-10.781702515558052,-7.18997244600285
50ern,-10.088555334998107,-9.89802264710506
50gbp,-10.781702515558052,-8.51172828598517
50p,-10.781702515558052,-8.51172828598517
515,-10.088555334998107,-9.89802264710506
5226,-10.781702515558052,-9.204875466545115
5249,-10.781702515558052,-9.204875466545115
528,-10.781702515558052,-9.204875466545115
530,-9.683090226889943,-9.89802264710506
54,-10.781702515558052,-9.204875466545115
542,-10.781702515558052,-8.799410358436951
545,-10.088555334998107,-9.89802264710506
5p,-10.781702515558052,-9.204875466545115
5wb,-10.781702515558052,-8.106263177877006
5we,-10.781702515558052,-7.952112498049747
60p,-10.781702515558052,-8.799410358436951
61,-10.088555334998107,-9.89802264710506
61200,-10.781702515558052,-9.204875466545115
61610,-10.781702515558052,-9.204875466545115
6230,-10.781702515558052,-9.204875466545115
62468,-10.781702515558052,-8.28858473467096
62735,-10.781702515558052,-9.204875466545115
645,-10.088555334998107,-9.89802264710506
65,-9.683090226889943,-9.89802264710506
650,-10.088555334998107,-9.89802264710506
66,-10.088555334998107,-9.89802264710506
6650,-10.781702515558052,-9.204875466545115
674,-10.781702515558052,-8.799410358436951
67441233,-10.088555334998107,-9.89802264710506
69669,-10.781702515558052,-9.204875466545115
69696,-10.781702515558052,-8.799410358436951
69698,-10.781702515558052,-8.799410358436951
69855,-10.781702515558052,-9.204875466545115
69866,-10.781702515558052,-8.799410358436951
69876,-10.781702515558052,-9.204875466545115
69888,-10.781702515558052,-9.204875466545115
69888nyt,-10.781702515558052,-9.204875466545115
69911,-10.781702515558052,-9.204875466545115
6gbp,-10.781702515558052,-9.204875466545115
6wu,-10.781702515558052,-9.204875466545115
6zf,-10.781702515558052,-9.204875466545115
7250,-10.781702515558052,-8.799410358436951
7250i,-10.781702515558052,-8.799410358436951
75,-10.781702515558052,-9.204875466545115
750,-10.781702515558052,-7.333073289643524
762,-10.781702515558052,-8.799410358436951
7634,-10.781702515558052,-9.204875466545115
7684,-10.781702515558052,-9.204875466545115
77,-10.781702515558052,-8.799410358436951
7732584351,-10.781702515558052,-9.204875466545115
78,-10.781702515558052,-9.204875466545115
786,-10.781702515558052,-8.51172828598517
7876150ppm,-10.781702515558052,-9.204875466545115
79,-10.781702515558052,-9.204875466545115
7cfca1a,-10.781702515558052,-9.204875466545115
7oz,-10.088555334998107,-9.89802264710506
7zs,-10.781702515558052,-9.204875466545115
800,-10.781702515558052,-7.41311599731706
80062,-10.781702515558052,-8.799410358436951
8007,-10.781702515558052,-7.333073289643524
80082,-10.781702515558052,-9.204875466545115
80086,-10.781702515558052,-8.799410358436951
80122300p,-10.781702515558052,-9.204875466545115
80155,-10.781702515558052,-9.204875466545115
80160,-10.781702515558052,-9.204875466545115
80182,-10.781702515558052,-8.799410358436951
8027,-10.781702515558052,-9.204875466545115
80488,-10.781702515558052,-8.28858473467096
80608,-10.781702515558052,-8.799410358436951
8077,-10.781702515558052,-9.204875466545115
80878,-10.781702515558052,-8.799410358436951
80ern,-10.781702515558052,-9.204875466545115
81010,-10.781702515558052,-9.204875466545115
81151,-10.781702515558052,-8.51172828598517
81303,-10.781702515558052,-8.51172828598517
81618,-10.781702515558052,-8.51172828598517
82242,-10.781702515558052,-9.204875466545115
82277,-10.781702515558052,-7.952112498049747
82324,-10.781702515558052,-9.204875466545115
82468,-10.781702515558052,-8.799410358436951
83039,-10.781702515558052,-9.204875466545115
83049,-10.781702515558052,-9.204875466545115
83110,-10.781702515558052,-9.204875466545115
83118,-10.781702515558052,-9.204875466545115
83222,-10.781702515558052,-8.799410358436951
83332,-10.781702515558052,-9.204875466545115
83355,-10.781702515558052,-8.799410358436951
83383,-10.781702515558052,-9.204875466545115
83600,-10.781702515558052,-8.28858473467096
84,-10.781702515558052,-9.204875466545115
84025,-10.781702515558052,-8.799410358436951
84128,-10.781702515558052,-8.799410358436951
84199,-10.781702515558052,-8.28858473467096
85,-10.781702515558052,-8.799410358436951
850,-10.088555334998107,-9.89802264710506
85023,-10.781702515558052,-8.799410358436951
85069,-10.781702515558052,-9.204875466545115
85222,-10.781702515558052,-9.204875466545115
8552,-10.781702515558052,-8.799410358436951
86021,-10.781702515558052,-8.28858473467096
861,-10.781702515558052,-9.204875466545115
864233,-10.781702515558052,-9.204875466545115
86688,-10.781702515558052,-7.333073289643524
86888,-10.781702515558052,-9.204875466545115
87021,-10.781702515558052,-8.51172828598517
87066,-10.781702515558052,-7.818581105425224
87070,-10.781702515558052,-9.204875466545115
87077,-10.781702515558052,-8.28858473467096
87121,-10.781702515558052,-8.28858473467096
87131,-10.781702515558052,-8.28858473467096
872,-10.781702515558052,-9.204875466545115
87239,-10.781702515558052,-8.51172828598517
87575,-10.781702515558052,-8.799410358436951
88039,-10.781702515558052,-8.799410358436951
88066,-10.781702515558052,-9.204875466545115
88088,-10.781702515558052,-9.204875466545115
88222,-10.781702515558052,-8.799410358436951
88600,-10.781702515558052,-8.799410358436951
8883,-10.781702515558052,-9.204875466545115
88877,-10.781702515558052,-8.799410358436951
88888,-10.781702515558052,-9.204875466545115
89080,-10.781702515558052,-8.799410358436951
89105,-10.781702515558052,-9.204875466545115
89123,-10.781702515558052,-9.204875466545115
89545,-10.781702515558052,-8.51172828598517
89555,-10.781702515558052,-8.51172828598517
89693,-10.781702515558052,-9.204875466545115
8lb,-10.088555334998107,-9.89802264710506
8p,-10.781702515558052,-9.204875466545115
8wp,-10.781702515558052,-8.799410358436951
900,-10.088555334998107,-9.204875466545115
910,-10.781702515558052,-8.799410358436951
9153,-10.781702515558052,-9.204875466545115
92h,-10.781702515558052,-9.204875466545115
9307622,-10.781702515558052,-9.204875466545115
9755,-10.781702515558052,-9.204875466545115
99,-10.781702515558052,-8.799410358436951
9996,-10.781702515558052,-9.204875466545115
9ae,-10.781702515558052,-8.51172828598517
9ja,-10.088555334998107,-9.89802264710506
9yt,-10.781702515558052,-9.204875466545115
____,-10.088555334998107,-9.89802264710506
aathi,-9.395408154438162,-9.89802264710506
ab,-7.562826690689851,-6.602185781100731
abbestellen,-10.781702515558052,-8.51172828598517
abbey,-10.088555334998107,-9.89802264710506
abbrechen,-10.781702515558052,-9.204875466545115
abbruch,-10.781702515558052,-9.204875466545115
abeg,-10.088555334998107,-9.89802264710506
abend,-6.387253360885613,-8.106263177877006
abende,-10.088555334998107,-9.89802264710506
abendessen,-7.837263536391612,-9.89802264710506
abends,-10.088555334998107,-9.89802264710506
abenteuer,-10.088555334998107,-9.89802264710506
aber,-5.221020884542525,-8.106263177877006
abfahren,-10.088555334998107,-9.89802264710506
abfahrt,-10.088555334998107,-9.89802264710506
abgang,-10.088555334998107,-9.89802264710506
abgeben,-10.088555334998107,-9.89802264710506
abgehen,-10.088555334998107,-9.89802264710506
abgeholt,-9.395408154438162,-9.204875466545115
abgelaufen,-10.088555334998107,-9.204875466545115
abgelehnt,-10.781702515558052,-9.204875466545115
abgenommen,-10.088555334998107,-9.89802264710506
abgerechnet,-10.781702515558052,-9.204875466545115
abgesagt,-8.989943046329998,-9.89802264710506
abgeschlossen,-10.088555334998107,-9.89802264710506
abgesehen,-10.088555334998107,-9.89802264710506
abgestimmt,-10.088555334998107,-9.89802264710506
abgewiesen,-10.088555334998107,-9.89802264710506
abheben,-9.172264603123953,-9.89802264710506
abhebst,-10.088555334998107,-9.89802264710506
abhole,-9.683090226889943,-9.89802264710506
abholen,-7.948489171501836,-9.89802264710506
abholst,-10.088555334998107,-9.89802264710506
abholung,-10.088555334998107,-7.125433924865279
abhängig,-10.088555334998107,-9.89802264710506
abhängige,-10.088555334998107,-9.89802264710506
abi,-10.088555334998107,-9.89802264710506
abiola,-8.584477938221832,-9.89802264710506
abj,-10.088555334998107,-9.89802264710506
ablauf,-10.781702515558052,-9.204875466545115
ablegen,-10.088555334998107,-9.89802264710506
ablenken,-9.683090226889943,-9.89802264710506
ablenkt,-10.088555334998107,-9.89802264710506
abmelden,-10.088555334998107,-8.28858473467096
abmeldeton,-10.088555334998107,-9.89802264710506
abmeldung,-10.781702515558052,-8.799410358436951
abneigungen,-9.683090226889943,-9.89802264710506
abnormal,-10.088555334998107,-9.89802264710506
abo,-10.781702515558052,-9.204875466545115
abonnement,-10.781702515558052,-7.70079806976884
abonnements,-10.781702515558052,-8.51172828598517
abonnent,-10.781702515558052,-8.799410358436951
abonnenten,-10.781702515558052,-9.204875466545115
abonniere,-10.781702515558052,-9.204875466545115
abonnieren,-10.781702515558052,-8.51172828598517
abonniert,-10.781702515558052,-9.204875466545115
abos,-10.781702515558052,-9.204875466545115
above,-10.088555334998107,-9.89802264710506
abrechnungs,-10.781702515558052,-9.204875466545115
absagen,-10.088555334998107,-9.89802264710506
abschließen,-9.683090226889943,-9.89802264710506
abschließt,-10.088555334998107,-9.89802264710506
abschluss,-9.683090226889943,-9.89802264710506
abschlussarbeit,-10.088555334998107,-9.89802264710506
abschlussprojekt,-10.088555334998107,-9.89802264710506
abschneiden,-10.088555334998107,-9.89802264710506
abschnitte,-10.088555334998107,-9.89802264710506
absender,-10.088555334998107,-9.89802264710506
absetze,-10.088555334998107,-9.89802264710506
absichten,-10.088555334998107,-9.89802264710506
absolut,-10.088555334998107,-9.89802264710506
abspielen,-10.088555334998107,-9.89802264710506
abstand,-10.088555334998107,-9.89802264710506
abstrich,-10.088555334998107,-9.89802264710506
abstürze,-10.088555334998107,-9.89802264710506
abstürzen,-10.088555334998107,-9.89802264710506
absätzen,-10.088555334998107,-9.89802264710506
abta,-10.781702515558052,-9.204875466545115
abtauchen,-10.088555334998107,-9.89802264710506
abteilung,-9.683090226889943,-9.89802264710506
abteilungen,-10.088555334998107,-9.89802264710506
aburo,-10.088555334998107,-9.89802264710506
abwesend,-10.088555334998107,-9.89802264710506
abwesenheit,-9.683090226889943,-9.89802264710506
abziehen,-10.088555334998107,-9.89802264710506
abzubestellen,-10.781702515558052,-9.204875466545115
abzugeben,-10.088555334998107,-9.89802264710506
abzuholen,-8.989943046329998,-8.51172828598517
abzulehnen,-10.781702515558052,-8.106263177877006
abzumelden,-10.781702515558052,-7.007650889208896
abzurufen,-10.781702515558052,-8.799410358436951
ac,-10.781702515558052,-7.818581105425224
accenture,-10.088555334998107,-9.89802264710506
accept,-10.088555334998107,-9.89802264710506
ach,-9.172264603123953,-9.89802264710506
acht,-10.088555334998107,-9.89802264710506
achtel,-8.989943046329998,-9.89802264710506
achten,-10.088555334998107,-9.89802264710506
acl03530150pm,-10.781702515558052,-9.204875466545115
aco,-10.781702515558052,-8.799410358436951
action,-10.781702515558052,-8.799410358436951
active,-10.781702515558052,-9.204875466545115
adam,-10.781702515558052,-9.204875466545115
addie,-9.683090226889943,-9.89802264710506
adewale,-10.088555334998107,-9.89802264710506
admin,-10.088555334998107,-9.89802264710506
adp,-10.781702515558052,-9.204875466545115
adresse,-8.142645185942794,-9.89802264710506
adsense,-10.088555334998107,-9.89802264710506
affairs,-10.088555334998107,-9.89802264710506
affenmutter,-10.088555334998107,-9.89802264710506
afghanistan,-10.088555334998107,-9.89802264710506
agb,-10.781702515558052,-7.007650889208896
agbs,-10.781702515558052,-7.818581105425224
age16,-10.781702515558052,-9.204875466545115
agent,-10.781702515558052,-9.204875466545115
agenten,-10.088555334998107,-9.89802264710506
aging,-10.088555334998107,-9.89802264710506
ah,-8.479117422564006,-9.89802264710506
aha,-9.683090226889943,-9.89802264710506
ahhhh,-10.088555334998107,-9.89802264710506
ahmad,-9.395408154438162,-9.89802264710506
ahnung,-8.479117422564006,-9.89802264710506
aight,-8.216753158096516,-9.89802264710506
airtel,-10.088555334998107,-9.89802264710506
aiya,-9.395408154438162,-9.89802264710506
aiyah,-9.395408154438162,-9.89802264710506
aiyo,-9.395408154438162,-9.89802264710506
akademische,-10.088555334998107,-9.89802264710506
akademischen,-10.088555334998107,-9.89802264710506
akkorde,-10.088555334998107,-9.89802264710506
akku,-9.395408154438162,-9.89802264710506
aktivieren,-10.781702515558052,-8.799410358436951
aktivierung,-10.781702515558052,-9.204875466545115
aktivitäten,-9.395408154438162,-9.89802264710506
aktualisieren,-10.781702515558052,-8.28858473467096
aktuelle,-10.088555334998107,-9.89802264710506
aktuellen,-10.088555334998107,-9.204875466545115
akzent,-10.088555334998107,-9.89802264710506
akzeptiere,-10.088555334998107,-9.89802264710506
akzeptieren,-9.395408154438162,-9.89802264710506
al,-9.683090226889943,-9.89802264710506
alaipayuthe,-10.088555334998107,-9.89802264710506
alarm,-10.781702515558052,-9.204875466545115
alex,-8.989943046329998,-9.89802264710506
